Algorithm,Train_R2 score,Train_Adj_R2 score,Train_RMSE score,Test_R2 score,Test_Adj_R2 score,Test_RMSE score
Linear Regression_BE,0.7559725737892433,0.7541595914251218,0.49399132199944223,0.7569466016426368,0.752697416356669,0.4557536626687583
